"",0.300
232.3333,3.9354E+002
232.3750,4.0381E+002
232.4167,4.1558E+002
232.4583,2.8051E+002
232.5000,3.3509E+002
232.5417,2.5878E+002
232.5833,2.6789E+002
232.6250,2.7187E+002
232.6667,2.8197E+002
232.7083,3.2866E+002
232.7500,4.3066E+002
232.7917,4.1637E+002
232.8333,4.0701E+002
232.8750,4.0136E+002
232.9167,3.9506E+002
232.9583,3.9174E+002
233.0000,3.9019E+002
233.0417,3.8602E+002
233.0833,3.8432E+002
233.1250,3.8418E+002
233.1667,3.8379E+002
233.2083,3.8390E+002
233.2500,3.8281E+002
233.2917,3.8283E+002
233.3333,3.8396E+002
233.3750,3.9711E+002
233.4167,4.4315E+002
233.4583,2.8790E+002
233.5000,3.1736E+002
233.5417,3.0652E+002
233.5833,4.5122E+002
233.6250,3.5033E+002
233.6667,4.5823E+002
233.7083,3.9901E+002
233.7500,4.1138E+002
233.7917,2.8687E+002
233.8333,4.2217E+002
233.8750,4.1386E+002
233.9167,4.1290E+002
233.9583,4.1385E+002
234.0000,4.1156E+002
234.0417,4.2541E+002
234.0833,4.2288E+002
234.1250,4.0369E+002
234.1667,4.0067E+002
234.2083,3.9887E+002
234.2500,3.9794E+002
234.2917,3.9779E+002
234.3333,3.9792E+002
234.3750,4.0076E+002
234.4167,4.0239E+002
234.4583,3.0501E+002
234.5000,2.8162E+002
234.5417,2.4109E+002
234.5833,2.5295E+002
234.6250,4.1051E+002
234.6667,3.8868E+002
234.7083,3.1015E+002
234.7500,4.1616E+002
234.7917,3.7512E+002
234.8333,3.9742E+002
234.8750,3.8433E+002
234.9167,3.8084E+002
234.9583,3.7897E+002
235.0000,3.7351E+002
235.0417,3.7113E+002
235.0833,3.6942E+002
235.1250,3.6862E+002
235.1667,3.7059E+002
235.2083,3.7217E+002
235.2500,3.7081E+002
235.2917,3.6982E+002
235.3333,3.7542E+002
235.3750,3.8922E+002
235.4167,3.9968E+002
235.4583,4.0433E+002
235.5000,3.9368E+002
235.5417,2.6128E+002
235.5833,4.1692E+002
235.6250,2.7248E+002
235.6667,2.5102E+002
235.7083,3.6437E+002
235.7500,4.0360E+002
235.7917,3.9492E+002
235.8333,3.8029E+002
235.8750,3.6943E+002
235.9167,3.6428E+002
235.9583,3.6080E+002
236.0000,3.5765E+002
236.0417,3.5491E+002
236.0833,3.5202E+002
236.1250,3.5056E+002
236.1667,3.4888E+002
236.2083,3.5496E+002
236.2500,3.5859E+002
236.2917,3.6006E+002
236.3333,3.6623E+002
236.3750,3.7043E+002
236.4167,3.9578E+002
236.4583,3.2904E+002
236.5000,2.8453E+002
236.5417,4.1314E+002
236.5833,2.8988E+002
236.6250,2.4205E+002
236.6667,2.5038E+002
236.7083,4.0735E+002
236.7500,4.0096E+002
236.7917,3.8639E+002
236.8333,3.7616E+002
236.8750,3.6958E+002
236.9167,3.6103E+002
236.9583,3.5643E+002
237.0000,3.5500E+002
237.0417,3.5229E+002
237.0833,3.4910E+002
237.1250,3.4841E+002
237.1667,3.4685E+002
237.2083,3.4469E+002
237.2500,3.4370E+002
237.2917,3.4463E+002
237.3333,3.5352E+002
237.3750,3.6686E+002
237.4167,3.7954E+002
237.4583,3.8934E+002
237.5000,4.0775E+002
237.5417,4.0301E+002
237.5833,4.1783E+002
237.6250,3.9319E+002
237.6667,4.1899E+002
237.7083,2.6727E+002
237.7500,4.1289E+002
237.7917,3.9350E+002
237.8333,3.8112E+002
237.8750,3.7363E+002
237.9167,3.7245E+002
237.9583,3.6836E+002
238.0000,3.7031E+002
238.0417,3.7262E+002
238.0833,3.7199E+002
238.1250,3.7893E+002
238.1667,4.1166E+002
238.2083,3.9771E+002
238.2500,3.9937E+002
238.2917,3.9728E+002
238.3333,3.9552E+002
238.3750,4.0001E+002
238.4167,4.0345E+002
238.4583,3.5466E+002
238.5000,3.6230E+002
238.5417,3.8133E+002
238.5833,3.2784E+002
238.6250,3.0958E+002
238.6667,2.7726E+002
238.7083,2.3696E+002
238.7500,4.1380E+002
238.7917,4.0673E+002
238.8333,3.9152E+002
238.8750,3.7497E+002
238.9167,3.6960E+002
238.9583,3.6737E+002
239.0000,3.6360E+002
239.0417,3.6095E+002
239.0833,3.5639E+002
239.1250,3.5396E+002
239.1667,3.5192E+002
239.2083,3.5023E+002
239.2500,3.5326E+002
239.2917,3.5085E+002
239.3333,3.5949E+002
239.3750,3.7629E+002
239.4167,3.8400E+002
239.4583,2.5666E+002
239.5000,4.1364E+002
239.5417,4.1338E+002
239.5833,3.9033E+002
239.6250,2.5357E+002
239.6667,2.4494E+002
239.7083,3.4223E+002
239.7500,3.9603E+002
239.7917,3.8782E+002
239.8333,3.7795E+002
239.8750,3.7081E+002
239.9167,3.6657E+002
239.9583,3.6320E+002
240.0000,3.5983E+002
240.0417,3.5827E+002
240.0833,3.5777E+002
240.1250,3.6083E+002
240.1667,3.6590E+002
240.2083,3.7167E+002
240.2500,3.7448E+002
240.2917,3.7776E+002
240.3333,3.8323E+002
240.3750,3.8933E+002
