"",-1.000,-0.950,-0.900,-0.850,-0.800,-0.750,-0.700,-0.650,-0.600,-0.550,-0.500,-0.450,-0.400,-0.350,-0.300,-0.250,-0.200,-0.150,-0.100,-0.050,0.000
206.5417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0351E-007,-1.6124E-007,-2.3860E-007,-3.3142E-007,-4.3665E-007,2.5849E-026
206.5833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5944E-008,-2.8643E-008,-5.0494E-008,-8.4100E-008,-1.2414E-007,0.0000E+000
206.6250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2719E-008,-1.8392E-008,-2.3886E-008,-2.9112E-008,-3.4426E-008,0.0000E+000
206.6667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.7815E-009,-1.4897E-008,-2.5416E-008,-4.0280E-008,-5.9506E-008,0.0000E+000
206.7083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.7581E-009,-6.1630E-009,-8.2524E-009,-9.8003E-009,-1.0289E-008,0.0000E+000
206.7500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.2871E-009,-2.1962E-011,2.1797E-009,3.7213E-009,5.0837E-009,-4.0390E-028
206.7917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.7479E-010,-5.1149E-010,-4.2812E-010,-3.5415E-010,-2.8385E-010,0.0000E+000
206.8333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4709E-009,1.2460E-008,1.0360E-008,3.8749E-009,3.4949E-009,0.0000E+000
206.8750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0134E-009,3.6084E-009,6.3219E-009,1.1757E-008,1.7129E-008,0.0000E+000
206.9167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7528E-011,3.3390E-010,1.4901E-009,4.7610E-009,1.5377E-008,0.0000E+000
206.9583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3911E-012,5.1606E-012,1.0293E-011,3.3319E-011,4.6098E-011,0.0000E+000
